hgnc_id	symbol	name	aliases	entrez	ensembl	uniprot	chromosome
HGNC:6378	KLRD1	killer cell lectin-like receptor subfamily D, member 1	CD94	3824	ENSG00000134539	Q13241	12p13
HGNC:13342	KLRF1	killer cell lectin-like receptor subfamily F, member 1	CLEC5C|NKp80	51348	ENSG00000150045	Q9NZS2	12p13.31
HGNC:37646	KLRF2	killer cell lectin-like receptor subfamily F, member 2	NKp65	100431172	ENSG00000256797	D3W0D1	12p13.31
HGNC:6380	KLRG1	killer cell lectin-like receptor subfamily G, member 1	2F1|CLEC15A|MAFA|MAFA-L	10219	ENSG00000139187	Q96E93	12p13.31
HGNC:24778	KLRG2	killer cell lectin-like receptor subfamily G, member 2	CLEC15B|FLJ44186	346689	ENSG00000188883	A4D1S0	7q34
HGNC:18788	KLRK1	killer cell lectin-like receptor subfamily K, member 1	CD314|D12S2489E|KLR|NKG2-D|NKG2D	22914	ENSG00000213809	P26718	12p13.2-p12.3
HGNC:6381	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)		8564	ENSG00000117009	O15229	1q42-q44
HGNC:7132	KMT2A	lysine (K)-specific methyltransferase 2A	ALL-1|CXXC7|HRX|HTRX1|MLL|MLL1A|TRX1	4297	ENSG00000118058	Q03164	11q23
HGNC:15840	KMT2B	lysine (K)-specific methyltransferase 2B	HRX2|KIAA0304|MLL1B|MLL2|MLL4|TRX2|WBP7	9757	ENSG00000105663	Q9UMN6	19q13.1
HGNC:13726	KMT2C	lysine (K)-specific methyltransferase 2C	HALR|KIAA1506|MLL3	58508	ENSG00000055609	Q8NEZ4	7q36
HGNC:7133	KMT2D	lysine (K)-specific methyltransferase 2D	ALR|CAGL114|MLL2|MLL4|TNRC21	8085	ENSG00000167548	O14686	12q13.12
HGNC:18541	KMT2E	lysine (K)-specific methyltransferase 2E	HDCMC04P|MLL5	55904	ENSG00000005483	Q8IZD2	7q22.1
HGNC:26488	KNCN	kinocilin	FLJ32011|KINO|L5	148930	ENSG00000162456	A6PVL3	1p33
HGNC:29374	KNDC1	kinase non-catalytic C-lobe domain (KIND) containing 1	C10orf23|FLJ25027|KIAA1768|RASGEF2|bB439H18.3	85442	ENSG00000171798	Q76NI1	10q26.3
HGNC:6383	KNG1	kininogen 1	BDK|BK|KNG	3827	ENSG00000113889	P01042	3q27.3
HGNC:34404	KNOP1	lysine-rich nucleolar protein 1	101F10.1|C16orf88|FAM191A|TSG118	400506	ENSG00000103550	Q1ED39	16p12.3
HGNC:30767	KNSTRN	kinetochore-localized astrin/SPAG5 binding protein	C15orf23|FLJ14502|SKAP|TRAF4AF1|kinastrin	90417	ENSG00000128944	Q9Y448	15q15.1
HGNC:17255	KNTC1	kinetochore associated 1	KIAA0166|ROD	9735	ENSG00000184445	P50748	12q24.31
HGNC:6394	KPNA1	karyopherin alpha 1 (importin alpha 5)	IPOA5|NPI-1|RCH2|SRP1	3836	ENSG00000114030	P52294	3q21
HGNC:6395	KPNA2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	IPOA1|QIP2|RCH1|SRP1alpha	3838		P52292	17q24.2
HGNC:6396	KPNA3	karyopherin alpha 3 (importin alpha 4)	IPOA4|SRP1gamma|SRP4|hSRP1	3839	ENSG00000102753	O00505	13q14.3
HGNC:6397	KPNA4	karyopherin alpha 4 (importin alpha 3)	IPOA3|MGC12217|MGC26703|QIP1|SRP3	3840	ENSG00000186432	O00629	3q25.33
HGNC:6398	KPNA5	karyopherin alpha 5 (importin alpha 6)	IPOA6|SRP6	3841	ENSG00000196911	O15131	6q22.2
HGNC:6399	KPNA6	karyopherin alpha 6 (importin alpha 7)	FLJ11249|IPOA7|KPNA7|MGC17918	23633	ENSG00000025800	O60684	1p35.1
HGNC:21839	KPNA7	karyopherin alpha 7 (importin alpha 8)		402569	ENSG00000185467	A9QM74	7q22.1
HGNC:6400	KPNB1	karyopherin (importin) beta 1	IMB1|IPO1|IPOB|Impnb|MGC2155|MGC2156|MGC2157|NTF97	3837	ENSG00000108424	Q14974	17q21.32
HGNC:31823	KPRP	keratinocyte proline-rich protein	C1orf45	448834	ENSG00000203786	Q5T749	1q21.3
HGNC:6404	KPTN	kaptin (actin binding protein)	2E4	11133	ENSG00000118162	Q9Y664	19q13.3
HGNC:6407	KRAS	Kirsten rat sarcoma viral oncogene homolog	KRAS1|KRAS2	3845	ENSG00000133703	P01116	12p12.1
HGNC:22228	KRBA1	KRAB-A domain containing 1	KIAA1862	84626	ENSG00000133619	A5PL33	7q36
HGNC:26989	KRBA2	KRAB-A domain containing 2		124751	ENSG00000184619	Q6ZNG9	17p13.1
HGNC:38708	KRBOX1	KRAB box domain containing 1		100506243	ENSG00000240747	C9JBD0	3p22.1
HGNC:26007	KRBOX4	KRAB box domain containing 4	FLJ20344|ZNF673	55634	ENSG00000147121	Q5JUW0	Xp11.3
HGNC:28039	KRCC1	lysine-rich coiled-coil 1	FLJ22333	51315	ENSG00000172086	Q9NPI7	2p11.2
HGNC:17550	KREMEN1	kringle containing transmembrane protein 1	KREMEN|KRM1	83999	ENSG00000183762	Q96MU8	22q12.1
HGNC:18797	KREMEN2	kringle containing transmembrane protein 2	KRM2|MGC10791	79412	ENSG00000131650	Q8NCW0	16p13.11
HGNC:25769	KRI1	KRI1 homolog (S. cerevisiae)	FLJ12949	65095	ENSG00000129347	Q8N9T8	19p13.2
HGNC:1573	KRIT1	KRIT1, ankyrin repeat containing	CAM|CCM1	889	ENSG00000001631	O00522	7q21.2
HGNC:5176	KRR1	KRR1, small subunit (SSU) processome component, homolog (yeast)	HRB2|RIP-1	11103	ENSG00000111615	Q13601	12q
HGNC:6412	KRT1	keratin 1	EHK1|KRT1A	3848	ENSG00000167768	P04264	12q13.13
HGNC:6413	KRT10	keratin 10	CK10|K10|KPP	3858	ENSG00000186395	P13645	17q21.2
HGNC:6414	KRT12	keratin 12	K12	3859	ENSG00000187242	Q99456	17q21.2
HGNC:6415	KRT13	keratin 13	CK13|K13|MGC161462|MGC3781	3860	ENSG00000171401	P13646	17q21.2
HGNC:6416	KRT14	keratin 14	EBS3|EBS4	3861	ENSG00000186847	P02533	17q21.2
HGNC:6421	KRT15	keratin 15	CK15|K15|K1CO	3866	ENSG00000171346	P19012	17q21.2
HGNC:6423	KRT16	keratin 16	NEPPK	3868	ENSG00000186832	P08779	17q21.2
HGNC:6427	KRT17	keratin 17	PCHC1	3872	ENSG00000128422	Q04695	17q21.2
HGNC:6430	KRT18	keratin 18		3875	ENSG00000111057	P05783	12q13
HGNC:6436	KRT19	keratin 19	CK19|K19|K1CS|MGC15366	3880	ENSG00000171345	P08727	17q21.2
HGNC:6439	KRT2	keratin 2	KRT2A|KRTE	3849	ENSG00000172867	P35908	12q13.13
HGNC:20412	KRT20	keratin 20	CK20|K20|MGC35423	54474	ENSG00000171431	P35900	17q21.2
HGNC:28695	KRT222	keratin 222	KA21|KRT222P|MGC45562	125113	ENSG00000213424	Q8N1A0	17q21.2
HGNC:6438	KRT23	keratin 23 (histone deacetylase inducible)	CK23|DKFZP434G032|HAIK1|K23|MGC26158	25984	ENSG00000108244	Q9C075	17q21.2
HGNC:18527	KRT24	keratin 24	FLJ20261|MGC138169|MGC138173	192666	ENSG00000167916	Q2M2I5	17q21.2
HGNC:30839	KRT25	keratin 25	KRT25A	147183	ENSG00000204897	Q7Z3Z0	17q21.2
HGNC:30840	KRT26	keratin 26	KRT25B	353288	ENSG00000186393	Q7Z3Y9	17q21.2
HGNC:30841	KRT27	keratin 27	KRT25C	342574	ENSG00000171446	Q7Z3Y8	17q21.2
HGNC:30842	KRT28	keratin 28	KRT25D	162605	ENSG00000173908	Q7Z3Y7	17q21.2
HGNC:6440	KRT3	keratin 3	CK3|K3	3850	ENSG00000186442	P12035	12q13.13
HGNC:6448	KRT31	keratin 31	Ha-1|KRTHA1	3881	ENSG00000094796	Q15323	17q21.2
HGNC:6449	KRT32	keratin 32	Ha-2|KRTHA2	3882	ENSG00000108759	Q14532	17q21.2
HGNC:6450	KRT33A	keratin 33A	Ha-3I|KRTHA3A|Krt1-3	3883	ENSG00000006059	O76009	17q21.2
HGNC:6451	KRT33B	keratin 33B	Ha-3II|KRTHA3B	3884	ENSG00000131738	Q14525	17q21.2
HGNC:6452	KRT34	keratin 34	Ha-4|KRTHA4	3885	ENSG00000131737	O76011	17q21.2
HGNC:6453	KRT35	keratin 35	Ha-5|KRTHA5	3886	ENSG00000197079	Q92764	17q21.2
HGNC:6454	KRT36	keratin 36	KRTHA6	8689	ENSG00000126337	O76013	17q21.2
HGNC:6455	KRT37	keratin 37	KRTHA7	8688	ENSG00000108417	O76014	17q21.2
HGNC:6456	KRT38	keratin 38	KRTHA8	8687	ENSG00000171360	O76015	17q21.2
HGNC:32971	KRT39	keratin 39	KA35	390792	ENSG00000196859	Q6A163	17q21.2
HGNC:6441	KRT4	keratin 4	CK4|CYK4|K4	3851	ENSG00000170477	P19013	12q13.13
HGNC:26707	KRT40	keratin 40	FLJ36600|KA36	125115	ENSG00000204889	Q6A162	17q21.2
HGNC:6442	KRT5	keratin 5	EBS2|KRT5A	3852	ENSG00000186081	P13647	12q13.13
HGNC:6443	KRT6A	keratin 6A	CK6C|CK6D|K6C|K6D|KRT6C|KRT6D	3853	ENSG00000205420	P02538	12q13.13
HGNC:6444	KRT6B	keratin 6B	KRTL1	3854	ENSG00000185479	P04259	12q13.13
HGNC:20406	KRT6C	keratin 6C	KRT6E	286887	ENSG00000170465	P48668	12q13.13
HGNC:6445	KRT7	keratin 7	CK7|K2C7|K7|SCL	3855	ENSG00000135480	P08729	12q13.13
HGNC:28927	KRT71	keratin 71	K6IRS1|KRT6IRS|KRT6IRS1	112802	ENSG00000139648	Q3SY84	12q13.13
HGNC:28932	KRT72	keratin 72	K6IRS2|K6irs|KRT6|KRT6IRS2	140807	ENSG00000170486	Q14CN4	12q13.13
HGNC:28928	KRT73	keratin 73	K6IRS3|KRT6IRS3	319101	ENSG00000186049	Q86Y46	12q13.13
HGNC:28929	KRT74	keratin 74	K6IRS4|KRT5C|KRT6IRS4	121391	ENSG00000170484	Q7RTS7	12q13.13
HGNC:24431	KRT75	keratin 75	K6HF	9119	ENSG00000170454	O95678	12q13.13
HGNC:24430	KRT76	keratin 76	HUMCYT2A|KRT2B|KRT2P	51350	ENSG00000185069	Q01546	12q13.13
HGNC:20411	KRT77	keratin 77	KRT1B	374454	ENSG00000189182	Q7Z794	12q13.13
HGNC:28926	KRT78	keratin 78	K5B	196374	ENSG00000170423	Q8N1N4	12q13.13
HGNC:28930	KRT79	keratin 79	K6L|KRT6L	338785	ENSG00000185640	Q5XKE5	12q13.13
HGNC:6446	KRT8	keratin 8	CARD2|CK8|CYK8|K2C8|K8|KO	3856	ENSG00000170421	P05787	12q13.13
HGNC:27056	KRT80	keratin 80	KB20	144501	ENSG00000167767	Q6KB66	12q13.13
HGNC:6458	KRT81	keratin 81	Hb-1|KRTHB1	3887	ENSG00000205426	Q14533	12q13
HGNC:6459	KRT82	keratin 82	Hb-2|KRTHB2	3888	ENSG00000161850	Q9NSB4	12q13
HGNC:6460	KRT83	keratin 83	Hb-3|KRTHB3	3889	ENSG00000170523	P78385	12q13.13
HGNC:6461	KRT84	keratin 84	Hb-4|KRTHB4	3890	ENSG00000161849	Q9NSB2	12q13
HGNC:6462	KRT85	keratin 85	Hb-5|KRTHB5	3891	ENSG00000135443	P78386	12q13.13
HGNC:6463	KRT86	keratin 86	Hb6|KRTHB6|MNX	3892	ENSG00000170442	O43790	12q13
HGNC:6447	KRT9	keratin 9	CK-9|EPPK|K9	3857	ENSG00000171403	P35527	17q21.2
HGNC:16772	KRTAP1-1	keratin associated protein 1-1	HB2A|KAP1.1|KAP1.1A|KAP1.1B	81851	ENSG00000188581	Q07627	17q21.2
HGNC:16771	KRTAP1-3	keratin associated protein 1-3	KAP1.3	81850	ENSG00000221880	Q8IUG1	17q21.2
HGNC:18904	KRTAP1-4	keratin associated protein 1-4	KAP1.4	728255	ENSG00000204887	P0C5Y4	17q21.2
HGNC:16777	KRTAP1-5	keratin associated protein 1-5	KAP1.5	83895	ENSG00000221852	Q9BYS1	17q21.2
HGNC:22966	KRTAP10-1	keratin associated protein 10-1	KAP10.1|KAP18.1|KRTAP18-1	386677	ENSG00000215455	P60331	21q22.3
HGNC:22972	KRTAP10-10	keratin associated protein 10-10	KAP10.10|KAP18.10|KRTAP18-10	353333	ENSG00000221859	P60014	21q22.3
HGNC:20528	KRTAP10-11	keratin associated protein 10-11	KAP10.11|KAP18.11|KRTAP18-11|KRTAP18.11	386678	ENSG00000243489	P60412	21q22.3
HGNC:20533	KRTAP10-12	keratin associated protein 10-12	KAP10.12|KRTAP18-12|KRTAP18.12	386685	ENSG00000189169	P60413	21q22.3
HGNC:22967	KRTAP10-2	keratin associated protein 10-2	KAP10.2|KAP18.2|KRTAP18-2	386679	ENSG00000205445	P60368	21q22.3
HGNC:22968	KRTAP10-3	keratin associated protein 10-3	KAP10.3|KAP18.3|KRTAP18-3	386682	ENSG00000212935	P60369	21q22.3
HGNC:20521	KRTAP10-4	keratin associated protein 10-4	KAP10.4|KRTAP18-4|KRTAP18.4	386672	ENSG00000215454	P60372	21q22.3
HGNC:22969	KRTAP10-5	keratin associated protein 10-5	KAP10.5|KAP18.5|KRTAP18-5	386680	ENSG00000241123	P60370	21q22.3
HGNC:20523	KRTAP10-6	keratin associated protein 10-6	KAP10.6|KAP18.6|KRTAP18-6|KRTAP18.6	386674	ENSG00000188155	P60371	21q22.3
HGNC:22970	KRTAP10-7	keratin associated protein 10-7	KAP10.7|KAP18.7|KRTAP18-7	386675	ENSG00000205441	P60409	21q22.3
HGNC:20525	KRTAP10-8	keratin associated protein 10-8	KAP10.8|KRTAP18-8|KRTAP18.8	386681	ENSG00000187766	P60410	21q22.3
HGNC:22971	KRTAP10-9	keratin associated protein 10-9	KAP10.9|KAP18.9|KRTAP18-9	386676	ENSG00000221837	P60411	21q22.3
HGNC:18922	KRTAP11-1	keratin associated protein 11-1	KAP11.1	337880	ENSG00000182591	Q8IUC1	21q22.1
HGNC:20529	KRTAP12-1	keratin associated protein 12-1	KAP12.1|KRTAP12.1	353332	ENSG00000187175	P59990	21q22.3
HGNC:20530	KRTAP12-2	keratin associated protein 12-2	KAP12.2|KRTAP12.2	353323	ENSG00000221864	P59991	21q22.3
HGNC:20531	KRTAP12-3	keratin associated protein 12-3	KRTAP12.3	386683	ENSG00000205439	P60328	21q22.3
HGNC:20532	KRTAP12-4	keratin associated protein 12-4	KRTAP12.4	386684	ENSG00000212933	P60329	21q22.3
HGNC:18924	KRTAP13-1	keratin associated protein 13-1	KAP13.1	140258	ENSG00000198390	Q8IUC0	21q22.11
HGNC:18923	KRTAP13-2	keratin associated protein 13-2	KAP13-2	337959	ENSG00000182816	Q52LG2	21q22.1
HGNC:18925	KRTAP13-3	keratin associated protein 13-3	KAP13.3	337960	ENSG00000240432	Q3SY46	21q22.1
HGNC:18926	KRTAP13-4	keratin associated protein 13-4	KAP13.4	284827	ENSG00000186971	Q3LI77	21q22.1
HGNC:18927	KRTAP15-1	keratin associated protein 15-1	KAP15.1	254950	ENSG00000186970	Q3LI76	21q22.1
HGNC:18916	KRTAP16-1	keratin associated protein 16-1	KAP16.1	100505753	ENSG00000212657	A8MUX0	17q21.2
HGNC:18917	KRTAP17-1	keratin associated protein 17-1	KAP17.1	83902	ENSG00000186860	Q9BYP8	17q21.2
HGNC:18936	KRTAP19-1	keratin associated protein 19-1	KAP19.1	337882	ENSG00000184351	Q8IUB9	21q22.1
HGNC:18937	KRTAP19-2	keratin associated protein 19-2	KAP19.2	337969	ENSG00000186965	Q3LHN2	21q22.1
HGNC:18938	KRTAP19-3	keratin associated protein 19-3	KAP19.3	337970	ENSG00000244025	Q7Z4W3	21q22.1
HGNC:18939	KRTAP19-4	keratin associated protein 19-4	KAP19.4	337971	ENSG00000186967	Q3LI73	21q22.1
HGNC:18940	KRTAP19-5	keratin associated protein 19-5	KAP19.5	337972	ENSG00000186977	Q3LI72	21q22.1
HGNC:18941	KRTAP19-6	keratin associated protein 19-6	KAP19.6	337973	ENSG00000186925	Q3LI70	21q22.1
HGNC:18942	KRTAP19-7	keratin associated protein 19-7	KAP19.7	337974	ENSG00000244362	Q3SYF9	21q22.1
HGNC:33898	KRTAP19-8	keratin associated protein 19-8		728299	ENSG00000206102	Q3LI54	21q22.11
HGNC:16775	KRTAP2-1	keratin associated protein 2-1	KAP2.1A	81872	ENSG00000212725	Q9BYU5	17q21.2
HGNC:18905	KRTAP2-2	keratin associated protein 2-2	KAP2.2	728279	ENSG00000214518	Q9BYT5	17q21.2
HGNC:18906	KRTAP2-3	keratin associated protein 2-3	KAP2.3	730755	ENSG00000212724	P0C7H8	17q21.2
HGNC:18891	KRTAP2-4	keratin associated protein 2-4	KAP2.4	85294	ENSG00000213417	Q9BYR9	17q21.2
HGNC:18943	KRTAP20-1	keratin associated protein 20-1	KAP20.1	337975	ENSG00000244624	Q3LI63	21q22.1
HGNC:18944	KRTAP20-2	keratin associated protein 20-2	KAP20.2	337976	ENSG00000184032	Q3LI61	21q22.1
HGNC:34001	KRTAP20-3	keratin associated protein 20-3	KAP19D|KAP20.3|KRTAP19P4	337985	ENSG00000206104	Q3LI60	21q22.11
HGNC:18945	KRTAP21-1	keratin associated protein 21-1	KAP21.1	337977	ENSG00000187005	Q3LI58	21q22.1
HGNC:18946	KRTAP21-2	keratin associated protein 21-2	KAP21.2	337978	ENSG00000187026	Q3LI59	21q22.1
HGNC:34216	KRTAP21-3	keratin associated protein 21-3		100288323	ENSG00000231068	Q3LHN1	21q22.11
HGNC:18947	KRTAP22-1	keratin associated protein 22-1	KAP22.1	337979	ENSG00000186924	Q3MIV0	21q22.1
HGNC:37091	KRTAP22-2	keratin associated protein 22-2	KAP22.2	100288287	ENSG00000206106	Q3LI68	21q22.11
HGNC:18928	KRTAP23-1	keratin associated protein 23-1	KAP23.1	337963	ENSG00000186980	A1A580	21q22.1
HGNC:33902	KRTAP24-1	keratin associated protein 24-1	KAP24.1	643803	ENSG00000188694	Q3LI83	21q22.11
HGNC:34003	KRTAP25-1	keratin associated protein 25-1	KAP25.1	100131902	ENSG00000232263	Q3LHN0	21q22.1
HGNC:33760	KRTAP26-1	keratin associated protein 26-1		388818	ENSG00000197683	Q6PEX3	21q22.11
HGNC:33864	KRTAP27-1	keratin associated protein 27-1		643812	ENSG00000206107	Q3LI81	21q22.11
HGNC:34211	KRTAP29-1	keratin associated protein 29-1	KAP29.2	100533177	ENSG00000212658	A8MX34	17q21.2
HGNC:16778	KRTAP3-1	keratin associated protein 3-1	KAP3.1	83896	ENSG00000212901	Q9BYR8	17q21.2
HGNC:16779	KRTAP3-2	keratin associated protein 3-2	KAP3.2	83897	ENSG00000212900	Q9BYR7	17q21.2
HGNC:18890	KRTAP3-3	keratin associated protein 3-3	KAP3.3	85293	ENSG00000212899	Q9BYR6	17q21.2
HGNC:18907	KRTAP4-1	keratin associated protein 4-1	KAP4.1|KAP4.10|KRTAP4-10	85285	ENSG00000198443	Q9BYQ7	17q21.2
HGNC:18911	KRTAP4-11	keratin associated protein 4-11	KAP4.11|KAP4.14|KRTAP4-14	653240	ENSG00000212721	Q9BYQ6	17q21.2
HGNC:16776	KRTAP4-12	keratin associated protein 4-12	KAP4.12	83755	ENSG00000213416	Q9BQ66	17q21.2
HGNC:18900	KRTAP4-2	keratin associated protein 4-2	KAP4.2	85291	ENSG00000244537	Q9BYR5	17q21.2
HGNC:18908	KRTAP4-3	keratin associated protein 4-3	KAP4.3	85290	ENSG00000196156	Q9BYR4	17q21.2
HGNC:16928	KRTAP4-4	keratin associated protein 4-4	KAP4.13|KAP4.4|KRTAP4-13	84616	ENSG00000171396	Q9BYR3	17q21.2
HGNC:18899	KRTAP4-5	keratin associated protein 4-5	KAP4.5	85289	ENSG00000198271	Q9BYR2	17q21.2
HGNC:18909	KRTAP4-6	keratin associated protein 4-6	KAP4.15|KAP4.6|KRTAP4-15	81871	ENSG00000198090	Q9BYQ5	17q21.2
HGNC:18898	KRTAP4-7	keratin associated protein 4-7	KAP4.7	100132476	ENSG00000240871	Q9BYR0	17q21.2
HGNC:17230	KRTAP4-8	keratin associated protein 4-8	KAP4.8	728224	ENSG00000204880	Q9BYQ9	17q21.2
HGNC:18910	KRTAP4-9	keratin associated protein 4-9	KAP4.9	100132386	ENSG00000212722	Q9BYQ8	17q21.2
HGNC:23596	KRTAP5-1	keratin associated protein 5-1	KRN1L|KRTAP5.1	387264	ENSG00000205869	Q6L8H4	11p15.5
HGNC:23605	KRTAP5-10	keratin associated protein 5-10	KRTAP5.10	387273	ENSG00000204572	Q6L8G5	11q13.4
HGNC:23606	KRTAP5-11	keratin associated protein 5-11	KRTAP5-6|KRTAP5.11	440051	ENSG00000204571	Q6L8G4	11q13.4
HGNC:23597	KRTAP5-2	keratin associated protein 5-2	KRTAP5-8|KRTAP5.2	440021	ENSG00000205867	Q701N4	11p15.5
HGNC:23598	KRTAP5-3	keratin associated protein 5-3	KRTAP5-9|KRTAP5.3	387266	ENSG00000196224	Q6L8H2	11p15.5
HGNC:23599	KRTAP5-4	keratin associated protein 5-4	KRTAP5.4	387267	ENSG00000241598	Q6L8H1	11p15.5
HGNC:23601	KRTAP5-5	keratin associated protein 5-5	KRTAP5-11|KRTAP5.5	439915	ENSG00000185940	Q701N2	11p15.5
HGNC:23600	KRTAP5-6	keratin associated protein 5-6	KRTAP5.6	440023	ENSG00000205864	Q6L8G9	11p15.5
HGNC:23602	KRTAP5-7	keratin associated protein 5-7	KRTAP5-3|KRTAP5.7	440050	ENSG00000244411	Q6L8G8	11q13.4
HGNC:23603	KRTAP5-8	keratin associated protein 5-8	KRTAP5-2|KRTAP5.8|UHSKerB	57830	ENSG00000241233	O75690	11q13.4
HGNC:23604	KRTAP5-9	keratin associated protein 5-9	KRN1|KRTAP5-1|KRTAP5.9	3846	ENSG00000254997	P26371	11q13.4
HGNC:18931	KRTAP6-1	keratin associated protein 6-1	C21orf103|KAP6.1	337966	ENSG00000184724	Q3LI64	21q22.1
HGNC:18932	KRTAP6-2	keratin associated protein 6-2	KAP6.2	337967	ENSG00000186930	Q3LI66	21q22.1
HGNC:18933	KRTAP6-3	keratin associated protein 6-3	KAP6.3	337968	ENSG00000212938	Q3LI67	21q22.1
HGNC:18934	KRTAP7-1	keratin associated protein 7-1 (gene/pseudogene)	KAP7.1	337878	ENSG00000184586	Q8IUC3	21q22.1
HGNC:18935	KRTAP8-1	keratin associated protein 8-1	KAP8.1	337879	ENSG00000183640	Q8IUC2	21q22.1
HGNC:18912	KRTAP9-1	keratin associated protein 9-1	KAP9.1|KRTAP9L3	728318	ENSG00000240542	A8MXZ3	17q21.2
HGNC:16926	KRTAP9-2	keratin associated protein 9-2	KAP9.2	83899	ENSG00000239886	Q9BYQ4	17q21.2
HGNC:16927	KRTAP9-3	keratin associated protein 9-3	KAP9.3	83900	ENSG00000204873	Q9BYQ3	17q21.2
HGNC:18902	KRTAP9-4	keratin associated protein 9-4	KAP9.4	85280	ENSG00000241595	Q9BYQ2	17q21.2
HGNC:18914	KRTAP9-6	keratin associated protein 9-6	KAP9.6|KRTAP9L2	100507608	ENSG00000212659	A8MVA2	17q21.2
HGNC:18915	KRTAP9-7	keratin associated protein 9-7	KAP9.7|KRTAP9L1	100505724	ENSG00000180386	A8MTY7	17q21.2
HGNC:17231	KRTAP9-8	keratin associated protein 9-8	KAP9.8	83901	ENSG00000187272	Q9BYQ0	17q21.2
HGNC:16773	KRTAP9-9	keratin associated protein 9-9	KAP9.5|KAP9.9|KRTAP9-5	81870	ENSG00000198083	Q9BYP9	17q21.2
HGNC:28942	KRTCAP2	keratinocyte associated protein 2	KCP2	200185	ENSG00000163463	Q8N6L1	1q22
HGNC:28943	KRTCAP3	keratinocyte associated protein 3	KCP3	200634	ENSG00000157992	Q53RY4	2p23.3
HGNC:16313	KRTDAP	keratinocyte differentiation-associated protein	KDAP|UNQ467	388533	ENSG00000188508	P60985	19q13.12
HGNC:6465	KSR1	kinase suppressor of ras 1	KSR|RSU2	8844	ENSG00000141068	Q8IVT5	17q11.2
HGNC:18610	KSR2	kinase suppressor of ras 2	FLJ25965	283455	ENSG00000171435	Q6VAB6	12q24.22-q24.23
HGNC:25160	KTI12	KTI12 homolog, chromatin associated (S. cerevisiae)	MGC20419|SBBI81|TOT4	112970	ENSG00000198841	Q96EK9	1p32.3
HGNC:6467	KTN1	kinectin 1 (kinesin receptor)	CG1|KIAA0004	3895	ENSG00000126777	Q86UP2	14q22.1
HGNC:28420	KXD1	KxDL motif containing 1	C19orf50|FLJ25480|KXDL|MGC2749	79036	ENSG00000105700	Q9BQD3	19p13.11
HGNC:26576	KY	kyphoscoliosis peptidase	FLJ33207	339855	ENSG00000174611	Q8NBH2	3q22.1
HGNC:6469	KYNU	kynureninase		8942	ENSG00000115919	Q16719	2q22.2
HGNC:6470	L1CAM	L1 cell adhesion molecule	CD171|HSAS|HSAS1|MASA|MIC5|S10|SPG1	3897	ENSG00000198910	P32004	Xq28
HGNC:25595	L1TD1	LINE-1 type transposase domain containing 1	ECAT11|FLJ10884	54596	ENSG00000240563	Q5T7N2	1p31.3
HGNC:20499	L2HGDH	L-2-hydroxyglutarate dehydrogenase	C14orf160|FLJ12618	79944	ENSG00000087299	Q9H9P8	14q22.1
HGNC:20488	L3HYPDH	L-3-hydroxyproline dehydratase (trans-)	C14orf149|FLJ25436	112849	ENSG00000126790	Q96EM0	14q23.1
HGNC:15905	L3MBTL1	l(3)mbt-like 1 (Drosophila)	DKFZp586P1522|KIAA0681|L3MBTL|ZC2HC3|dJ138B7.3	26013	ENSG00000185513	Q9Y468	20q13.12
HGNC:18594	L3MBTL2	l(3)mbt-like 2 (Drosophila)	DKFZP761I141|H-l(3)mbt-l|dJ756G23.3	83746	ENSG00000100395	Q969R5	22q13.31-q13.33
HGNC:23035	L3MBTL3	l(3)mbt-like 3 (Drosophila)	KIAA1798	84456	ENSG00000198945	Q96JM7	6q23
HGNC:26677	L3MBTL4	l(3)mbt-like 4 (Drosophila)	FLJ35936|HsT1031	91133	ENSG00000154655	Q8NA19	18p11.31-p11.23
HGNC:26789	LACC1	laccase (multicopper oxidoreductase) domain containing 1	C13orf31|FLJ38725	144811	ENSG00000179630	Q8IV20	13q14.11
HGNC:16411	LACE1	lactation elevated 1	AFG1	246269	ENSG00000135537	Q8WV93	6q22.1
HGNC:16430	LACRT	lacritin	LACRITIN	90070	ENSG00000135413	Q9GZZ8	12q13
HGNC:16468	LACTB	lactamase, beta	FLJ14902|MRPL56	114294	ENSG00000103642	P83111	15q22.1
HGNC:18512	LACTB2	lactamase, beta 2	CGI-83	51110	ENSG00000147592	Q53H82	8q13.3
HGNC:35445	LACTBL1	lactamase, beta-like 1		646262	ENSG00000215906	A8MY62	1p36.12
HGNC:6472	LAD1	ladinin 1		3898	ENSG00000159166	O00515	1q25.1-q32.3
HGNC:6476	LAG3	lymphocyte-activation gene 3	CD223	3902	ENSG00000089692	P18627	12p13.3
HGNC:26058	LAGE3	L antigen family, member 3	CVG5|DXS9879E|DXS9951E|ESO3|ITBA2	8270	ENSG00000196976	Q14657	Xq28
HGNC:6477	LAIR1	leukocyte-associated immunoglobulin-like receptor 1	CD305	3903	ENSG00000167613	Q6GTX8	19q13.4
HGNC:6478	LAIR2	leukocyte-associated immunoglobulin-like receptor 2	CD306	3904	ENSG00000167618	Q6ISS4	19q13.4
HGNC:6480	LALBA	lactalbumin, alpha-	LYZL7	3906	ENSG00000167531	P00709	12q13
HGNC:6481	LAMA1	laminin, alpha 1	LAMA	284217	ENSG00000101680	P25391	18p11.3
